Zipcode,GM_SAMP_COLLECTION_DATE,GM_RESULT,GM_WELL_CATEGORY
93257,11/12/20,18.0,Municipal
93257,3/30/98,11.0,Municipal
93257,6/8/00,16.0,Municipal
93257,6/22/00,19.0,Municipal
93257,6/22/00,19.0,Municipal
93257,7/6/00,18.1,Municipal
93257,9/10/03,14.0,Municipal
93257,9/16/03,15.0,Municipal
93257,5/4/04,12.0,Municipal
93257,5/11/04,14.0,Municipal
93257,5/25/04,16.0,Municipal
93257,6/1/04,16.0,Municipal
93257,7/6/04,19.0,Municipal
93257,7/12/04,18.0,Municipal
93257,7/20/04,21.0,Municipal
93257,7/27/04,22.0,Municipal
93257,8/3/04,16.0,Municipal
93257,8/10/04,19.0,Municipal
93257,8/17/04,21.0,Municipal
93257,8/24/04,22.0,Municipal
93257,8/30/04,21.0,Municipal
93257,9/7/04,22.6,Municipal
93257,9/14/04,22.0,Municipal
93257,9/21/04,19.0,Municipal
93257,9/28/04,18.0,Municipal
93257,10/5/04,18.0,Municipal
93257,10/12/04,10.0,Municipal
93257,10/19/04,11.0,Municipal
93257,5/14/07,12.0,Municipal
93257,5/29/07,15.0,Municipal
93257,6/4/07,16.0,Municipal
93257,6/11/07,17.0,Municipal
93257,6/18/07,16.0,Municipal
93257,8/4/09,18.0,Municipal
93257,8/18/09,15.0,Municipal
93257,8/25/09,14.0,Municipal
93257,9/1/09,14.0,Municipal
93257,9/8/09,14.0,Municipal
93257,9/22/09,15.0,Municipal
93257,9/29/09,14.0,Municipal
93257,5/28/13,12.0,Municipal
93257,6/3/13,12.0,Municipal
93257,7/2/13,17.0,Municipal
93257,8/5/13,15.0,Municipal
93257,8/12/13,15.0,Municipal
93257,9/3/13,19.0,Municipal
93257,5/27/14,13.0,Municipal
93257,6/2/14,11.0,Municipal
93257,9/5/17,11.0,Municipal
93257,6/3/18,10.0,Municipal
93257,6/10/18,12.0,Municipal
93257,6/17/18,11.0,Municipal
93257,6/24/18,12.0,Municipal
93257,7/1/18,12.0,Municipal
93257,7/8/18,12.0,Municipal
93257,7/15/18,11.0,Municipal
93257,7/22/18,10.0,Municipal
93257,7/29/18,11.0,Municipal
93257,8/5/18,11.0,Municipal
93257,8/12/18,11.0,Municipal
93257,8/19/18,10.0,Municipal
93257,8/26/18,10.0,Municipal
93257,9/17/18,12.0,Municipal
93257,6/17/19,11.0,Municipal
93257,6/24/19,12.0,Municipal
93257,7/1/19,13.0,Municipal
93257,7/8/19,13.0,Municipal
93257,7/15/19,13.0,Municipal
93257,7/22/19,14.0,Municipal
93257,7/29/19,14.0,Municipal
93257,8/5/19,15.0,Municipal
93257,8/12/19,15.0,Municipal
93257,8/18/19,15.0,Municipal
93257,8/26/19,15.0,Municipal
93257,9/2/19,10.0,Municipal
93257,9/9/19,13.0,Municipal
93257,9/16/19,13.0,Municipal
93257,9/23/19,14.0,Municipal
93257,9/30/19,12.0,Municipal
93257,10/6/19,10.0,Municipal
93257,10/14/19,11.0,Municipal
93257,10/21/19,10.0,Municipal
93257,11/4/19,12.0,Municipal
93257,11/18/19,12.0,Municipal
93257,5/26/20,11.0,Municipal
93257,6/1/20,12.0,Municipal
93257,6/8/20,13.0,Municipal
93257,6/15/20,11.0,Municipal
93257,6/22/20,13.0,Municipal
93257,6/29/20,14.0,Municipal
93257,7/6/20,13.0,Municipal
93257,7/13/20,14.0,Municipal
93257,7/20/20,15.0,Municipal
93257,7/27/20,14.0,Municipal
93257,8/3/20,14.0,Municipal
93257,8/10/20,17.0,Municipal
93257,8/17/20,17.0,Municipal
93257,8/24/20,17.0,Municipal
93257,8/31/20,18.0,Municipal
93257,9/8/20,14.0,Municipal
93257,9/14/20,13.0,Municipal
93257,9/20/20,11.0,Municipal
93257,9/28/20,10.0,Municipal
93257,10/19/20,11.0,Municipal
93257,10/26/20,11.0,Municipal
93257,11/2/20,10.0,Municipal
93257,6/21/01,12.5,Municipal
93257,5/18/04,16.0,Municipal
93257,11/17/02,19.0,Municipal
93257,7/1/04,17.0,Municipal
93257,7/29/04,19.0,Municipal
93257,3/30/05,16.0,Municipal
93257,6/20/06,12.0,Municipal
93257,1/18/07,19.0,Municipal
93257,6/5/07,20.0,Municipal
93257,9/19/07,19.0,Municipal
93257,11/26/07,19.0,Municipal
93257,1/24/08,19.0,Municipal
93257,3/18/08,19.0,Municipal
93257,4/24/08,17.0,Municipal
93257,1/16/09,19.0,Municipal
93257,4/16/09,20.0,Municipal
93257,8/14/09,21.0,Municipal
93257,10/27/09,54.2,Municipal
93257,6/1/07,15.0,Municipal
93257,2/22/17,10.6,Municipal
93257,3/3/17,10.5,Municipal
93257,3/8/17,11.1,Municipal
93257,3/14/19,11.4,Municipal
93257,3/28/19,11.6,Municipal
93257,4/8/19,12.0,Municipal
93257,5/22/19,10.4,Municipal
93257,1/27/20,10.8,Municipal
93257,4/22/20,12.3,Municipal
93257,7/20/20,11.3,Municipal
93257,10/22/20,11.7,Municipal
93257,11/16/98,11.0,Municipal
93257,5/4/95,10.0,Municipal
93257,8/16/00,10.9,Municipal
93257,8/9/01,10.9,Municipal
93257,7/31/02,10.8,Municipal
93257,3/3/04,10.2,Municipal
93257,7/19/04,11.0,Municipal
93257,10/5/05,11.1,Municipal
93257,5/28/08,10.5,Municipal
93257,6/14/07,15.0,Municipal
93257,6/21/07,12.0,Municipal
93257,6/25/07,11.0,Municipal
93257,8/9/07,13.0,Municipal
93257,12/28/07,10.0,Municipal
93257,6/12/08,14.0,Municipal
93257,8/26/08,14.0,Municipal
93257,2/12/09,14.0,Municipal
93257,5/12/09,15.0,Municipal
93257,11/16/09,14.0,Municipal
93257,2/11/10,15.0,Municipal
93257,5/4/10,13.0,Municipal
93257,8/17/10,17.0,Municipal
93257,11/18/10,14.0,Municipal
93257,3/24/11,15.0,Municipal
93257,5/12/11,14.0,Municipal
93257,8/15/11,14.0,Municipal
93257,11/4/11,14.0,Municipal
93257,2/16/12,13.0,Municipal
93257,5/10/12,17.0,Municipal
93257,8/16/12,18.0,Municipal
93257,11/27/12,18.0,Municipal
93257,2/22/13,20.0,Municipal
93257,5/23/13,22.6,Municipal
93257,8/23/13,24.8,Municipal
93257,11/14/13,20.0,Municipal
93257,2/20/14,18.0,Municipal
93257,5/15/14,19.0,Municipal
93257,8/27/14,13.0,Municipal
93257,11/21/14,13.0,Municipal
93257,2/12/15,15.0,Municipal
93257,5/18/15,17.0,Municipal
93257,8/20/15,12.0,Municipal
93257,11/6/15,14.0,Municipal
93257,2/11/16,14.0,Municipal
93257,5/23/16,14.0,Municipal
93257,8/18/16,13.0,Municipal
93257,11/17/16,12.0,Municipal
93257,2/23/17,11.0,Municipal
93257,5/10/17,12.0,Municipal
93257,8/16/18,12.0,Municipal
93257,12/3/18,11.0,Municipal
93257,2/21/19,12.0,Municipal
93257,5/28/19,11.0,Municipal
93257,1/27/03,11.0,Municipal
93257,3/12/03,12.0,Municipal
93257,4/3/03,12.0,Municipal
93257,4/6/05,11.0,Municipal
93257,3/17/09,11.0,Municipal
93257,2/14/01,14.0,Municipal
93257,1/22/91,10.0,Municipal
93257,8/10/99,14.4,Municipal
93257,2/14/01,10.0,Municipal
93257,1/21/16,14.0,Municipal
93257,2/8/06,11.0,Municipal
93257,2/24/04,14.0,Municipal
93257,4/5/04,16.0,Municipal
93257,7/13/04,15.0,Municipal
93257,10/5/04,11.0,Municipal
93257,1/4/05,16.0,Municipal
93257,4/4/05,16.0,Municipal
93257,7/18/05,15.0,Municipal
93257,10/4/05,15.0,Municipal
93257,1/3/06,14.0,Municipal
93257,4/4/06,16.0,Municipal
93257,7/18/06,17.0,Municipal
93257,10/3/06,16.0,Municipal
93257,1/4/07,18.0,Municipal
93257,2/12/07,15.0,Municipal
93257,5/2/08,21.0,Municipal
93257,4/6/09,17.0,Municipal
93257,4/7/10,15.0,Municipal
93257,5/7/10,16.0,Municipal
93257,4/18/11,15.0,Municipal
93257,6/7/12,18.0,Municipal
93257,7/16/13,16.0,Municipal
93257,9/8/14,20.0,Municipal
93257,5/6/15,21.0,Municipal
93257,8/23/15,21.0,Municipal
93257,12/11/15,19.4,Municipal
93257,12/22/15,22.0,Municipal
93257,3/8/16,19.7,Municipal
93257,4/12/16,19.6,Municipal
93257,8/16/16,15.6,Municipal
93257,11/17/16,18.5,Municipal
93257,2/22/17,16.1,Municipal
93257,6/23/17,15.8,Municipal
93257,9/20/17,13.7,Municipal
93257,11/21/17,13.0,Municipal
93257,3/6/18,14.8,Municipal
93257,6/21/18,17.5,Municipal
93257,9/17/18,22.9,Municipal
93257,11/26/18,18.0,Municipal
93257,12/20/18,14.0,Municipal
93257,3/14/19,12.6,Municipal
93257,6/24/19,15.3,Municipal
93257,8/29/19,13.9,Municipal
93257,12/2/19,10.7,Municipal
93257,3/23/20,14.9,Municipal
93257,5/29/20,16.2,Municipal
93257,9/28/20,16.0,Municipal
93257,10/10/02,12.0,Municipal
93257,1/2/03,13.0,Municipal
93257,3/31/03,13.0,Municipal
93257,7/2/03,10.0,Municipal
93257,9/30/03,12.0,Municipal
93257,1/5/04,15.0,Municipal
93257,7/6/04,12.0,Municipal
93257,10/4/04,15.0,Municipal
93257,1/6/05,16.4,Municipal
93257,4/5/05,15.0,Municipal
93257,7/6/05,14.0,Municipal
93257,10/3/05,15.0,Municipal
93257,1/5/06,16.0,Municipal
93257,10/16/06,16.0,Municipal
93257,1/3/07,17.0,Municipal
93257,4/3/07,15.0,Municipal
93257,7/5/07,14.0,Municipal
93257,10/2/07,15.0,Municipal
93257,1/2/08,15.0,Municipal
93257,4/8/08,13.0,Municipal
93257,7/2/08,13.0,Municipal
93257,7/25/08,14.0,Municipal
93257,10/1/08,14.0,Municipal
93257,1/6/09,14.0,Municipal
93257,4/22/09,13.0,Municipal
93257,7/7/09,13.0,Municipal
93257,9/8/09,14.0,Municipal
93257,1/25/10,14.0,Municipal
93257,4/6/10,14.0,Municipal
93257,7/7/10,13.0,Municipal
93257,10/19/10,14.0,Municipal
93257,1/3/11,14.0,Municipal
93257,2/3/11,14.0,Municipal
93257,4/11/11,14.0,Municipal
93257,7/7/11,15.0,Municipal
93257,10/3/11,17.0,Municipal
93257,1/4/12,17.0,Municipal
93257,4/2/12,17.0,Municipal
93257,7/3/12,15.0,Municipal
93257,10/4/12,18.0,Municipal
93257,1/9/13,19.0,Municipal
93257,4/8/13,18.0,Municipal
93257,7/3/13,17.0,Municipal
93257,10/3/13,19.0,Municipal
93257,1/7/14,20.0,Municipal
93257,4/2/14,18.0,Municipal
93257,6/3/14,17.0,Municipal
93257,10/13/14,17.0,Municipal
93257,3/3/15,16.5,Municipal
93257,12/9/15,15.9,Municipal
93257,12/9/15,15.9,Municipal
93257,11/14/16,15.8,Municipal
93257,2/7/17,15.9,Municipal
93257,4/6/17,14.8,Municipal
93257,8/3/17,13.7,Municipal
93257,11/7/17,15.9,Municipal
93257,2/12/18,19.5,Municipal
93257,6/21/18,16.5,Municipal
93257,9/24/18,20.2,Municipal
93257,11/6/18,20.4,Municipal
93257,11/26/18,23.3,Municipal
93257,3/12/19,22.3,Municipal
93257,6/12/19,17.1,Municipal
93257,9/19/19,17.1,Municipal
93257,12/18/19,19.3,Municipal
93257,3/11/20,20.9,Municipal
93257,6/10/20,18.3,Municipal
93257,9/10/20,20.9,Municipal
93257,12/14/20,21.6,Municipal
93257,2/14/01,15.0,Municipal
93257,8/9/01,10.3,Municipal
93257,8/15/12,11.2,Municipal
93257,7/2/02,11.0,Municipal
93257,12/15/03,11.0,Municipal
93257,2/8/06,11.0,Municipal
93257,6/17/98,12.0,Municipal
93257,5/4/00,15.0,Municipal
93257,2/18/98,10.0,Municipal
93257,6/2/98,11.0,Municipal
93257,8/10/99,14.4,Municipal
93257,8/16/00,13.5,Municipal
93257,10/18/00,12.0,Municipal
93257,8/30/16,10.1,Municipal
93257,11/27/01,15.0,Municipal
93257,6/5/03,27.8,Municipal
93257,9/29/04,11.0,Municipal
93257,11/21/04,33.4,Municipal
93257,11/15/05,29.6,Municipal
93257,11/13/06,31.4,Municipal
93257,3/21/07,29.4,Municipal
93257,4/24/08,26.2,Municipal
93257,11/13/09,25.5,Municipal
93257,12/21/10,25.1,Municipal
93257,3/1/11,27.1,Municipal
93257,4/5/11,24.4,Municipal
93257,8/10/06,17.0,Municipal
93257,3/30/07,16.0,Municipal
93257,4/17/07,23.5,Municipal
93257,10/23/07,17.0,Municipal
93257,1/25/08,14.0,Municipal
93257,3/26/08,15.0,Municipal
93257,9/30/08,10.6,Municipal
93257,10/23/08,10.0,Municipal
93257,4/8/09,10.7,Municipal
93257,4/12/12,15.7,Municipal
93257,7/12/12,11.1,Municipal
93257,7/12/18,10.1,Municipal
93257,4/17/19,10.4,Municipal
93257,4/2/20,30.3,Municipal
93257,7/9/20,15.1,Municipal
93257,10/8/20,19.0,Municipal
93257,11/3/20,19.7,Municipal
93257,12/8/20,20.2,Municipal
93257,2/13/18,15.5,Municipal
93257,6/11/18,15.4,Municipal
93257,9/18/18,15.7,Municipal
93257,11/14/18,15.4,Municipal
93257,3/12/19,15.3,Municipal
93257,9/9/19,14.3,Municipal
93257,12/2/19,14.1,Municipal
93257,12/30/19,13.8,Municipal
93257,1/23/20,13.5,Municipal
93257,1/27/20,12.8,Municipal
93257,1/30/20,13.3,Municipal
93257,2/4/20,13.0,Municipal
93257,2/6/20,12.9,Municipal
93257,2/10/20,12.8,Municipal
93257,2/13/20,13.6,Municipal
93257,2/18/20,13.1,Municipal
93257,2/20/20,13.6,Municipal
93257,2/24/20,13.5,Municipal
93257,2/27/20,13.6,Municipal
93257,3/2/20,13.1,Municipal
93257,3/5/20,13.6,Municipal
93257,3/9/20,13.9,Municipal
93257,5/29/20,14.5,Municipal
93257,6/10/20,14.6,Municipal
93257,9/2/20,14.3,Municipal
93257,9/10/20,14.3,Municipal
93257,12/7/20,14.3,Municipal
93257,2/28/06,10.0,Municipal
93257,5/31/07,11.0,Municipal
93257,11/5/08,10.0,Municipal
93257,1/28/09,11.0,Municipal
93257,8/6/09,11.0,Municipal
93257,2/17/10,10.0,Municipal
93257,4/26/10,12.0,Municipal
93257,7/20/10,12.0,Municipal
93257,9/20/10,12.0,Municipal
93257,11/2/10,13.0,Municipal
93257,12/29/10,28.0,Municipal
93257,1/5/11,28.7,Municipal
93257,4/27/11,19.0,Municipal
93257,6/30/11,15.0,Municipal
93257,10/26/11,14.0,Municipal
93257,1/19/12,13.0,Municipal
93257,5/30/12,12.0,Municipal
93257,9/13/12,10.0,Municipal
93257,5/8/03,14.0,Municipal
93257,7/25/03,14.0,Municipal
93257,8/31/05,10.0,Municipal
93257,6/11/07,14.0,Municipal
93257,6/29/09,16.0,Municipal
93257,6/1/10,15.0,Municipal
93257,5/29/13,12.0,Municipal
93257,7/31/07,13.0,Municipal
93257,10/23/07,16.0,Municipal
93257,1/25/08,22.0,Municipal
93257,3/26/08,17.0,Municipal
93257,9/30/08,10.7,Municipal
93257,4/8/09,12.6,Municipal
93257,7/22/10,12.0,Municipal
93257,7/15/11,11.0,Municipal
93257,4/12/12,20.0,Municipal
93257,7/12/12,19.8,Municipal
93257,4/4/13,11.7,Municipal
93257,7/26/13,13.3,Municipal
93257,2/24/14,11.2,Municipal
93257,4/30/14,11.8,Municipal
93257,4/2/20,15.9,Municipal
93257,7/9/20,15.0,Municipal
93257,10/8/20,13.2,Municipal
93257,11/17/20,17.5,Municipal
93257,11/22/20,17.7,Municipal
93257,1/8/13,10.0,Municipal
93257,7/8/14,12.0,Municipal
93257,10/20/14,12.0,Municipal
93257,3/3/15,11.0,Municipal
93257,1/10/17,10.6,Municipal
93257,1/19/17,11.0,Municipal
