Zipcode,GM_SAMP_COLLECTION_DATE,GM_RESULT,GM_WELL_CATEGORY
95620,12/18/01,19.0,Municipal
95620,2/26/02,14.0,Municipal
95620,3/12/02,14.0,Municipal
95620,10/29/02,15.0,Municipal
95620,2/11/03,13.0,Municipal
95620,9/14/04,13.0,Municipal
95620,10/19/04,12.0,Municipal
95620,11/16/04,13.0,Municipal
95620,4/5/05,15.0,Municipal
95620,8/9/05,14.0,Municipal
95620,10/11/05,12.0,Municipal
95620,4/18/06,13.0,Municipal
95620,7/20/06,13.0,Municipal
95620,8/8/06,13.0,Municipal
95620,9/12/06,13.0,Municipal
95620,10/17/06,13.0,Municipal
95620,11/14/06,13.0,Municipal
95620,1/23/07,12.0,Municipal
95620,4/25/07,12.0,Municipal
95620,7/30/07,11.0,Municipal
95620,10/31/07,12.0,Municipal
95620,1/15/08,12.0,Municipal
95620,4/8/08,12.0,Municipal
95620,7/8/08,10.0,Municipal
95620,11/25/08,12.0,Municipal
95620,12/9/08,11.0,Municipal
95620,1/12/09,11.0,Municipal
95620,4/28/09,11.0,Municipal
95620,10/27/09,11.0,Municipal
95620,11/17/09,11.0,Municipal
95620,1/12/10,11.0,Municipal
95620,4/27/10,11.0,Municipal
95620,9/5/00,10.0,Municipal
95620,2/20/08,13.0,Municipal
95620,12/30/08,14.0,Municipal
95620,8/12/09,14.0,Municipal
95620,11/12/09,12.0,Municipal
95620,5/12/10,13.0,Municipal
95620,5/7/02,14.0,Municipal
95620,8/6/02,11.0,Municipal
95620,5/14/03,11.0,Municipal
95620,2/7/05,12.0,Municipal
95620,2/19/08,67.8,Municipal
95620,9/21/04,11.0,Municipal
95620,8/9/05,11.0,Municipal
95620,8/16/05,11.0,Municipal
95620,8/8/06,10.0,Municipal
95620,8/14/07,12.0,Municipal
95620,8/12/08,11.0,Municipal
95620,8/25/09,12.0,Municipal
95620,8/24/10,11.0,Municipal
95620,1/18/99,12.0,Municipal
95620,4/28/04,16.0,Municipal
95620,4/18/06,13.0,Municipal
95620,5/9/06,15.0,Municipal
95620,6/6/06,15.0,Municipal
95620,4/25/07,13.0,Municipal
95620,5/12/09,13.0,Municipal
95620,4/13/10,14.0,Municipal
95620,8/5/90,14.0,Municipal
95620,4/30/91,10.0,Municipal
95620,9/1/07,15.0,Municipal
95620,9/2/07,15.0,Municipal
95620,5/8/90,12.0,Municipal
95620,5/19/98,10.0,Municipal
95620,5/27/98,11.0,Municipal
95620,5/9/07,10.58,Municipal
95620,8/20/07,10.18,Municipal
95620,4/5/06,11.01,Municipal
95620,9/15/08,12.4,Municipal
95620,9/19/08,14.2,Municipal
95620,6/8/09,14.0,Municipal
95620,9/14/09,12.0,Municipal
95620,10/12/09,13.0,Municipal
95620,1/11/99,18.0,Municipal
95620,8/10/99,17.8,Municipal
95620,12/27/01,10.2,Municipal
95620,4/10/02,11.4,Municipal
95620,1/6/95,16.0,Municipal
95620,2/24/10,13.0,Municipal
95620,8/23/10,15.0,Municipal
95620,9/13/10,16.0,Municipal
95620,11/7/00,10.0,Municipal
95620,5/4/98,11.0,Municipal
95620,4/18/01,17.0,Municipal
95620,8/29/01,11.0,Municipal
95620,11/13/01,13.0,Municipal
95616,6/11/02,13.0,Municipal
95616,12/20/95,10.0,Municipal
95616,12/16/99,16.9,Municipal
95616,6/12/06,16.0,Municipal
95616,5/30/02,14.0,Municipal
95616,5/30/02,11.0,Municipal
95616,4/23/02,13.0,Municipal
95616,5/9/06,13.0,Municipal
95616,8/8/06,11.0,Municipal
95616,9/12/06,11.0,Municipal
95616,10/24/06,13.0,Municipal
95616,11/14/06,14.0,Municipal
95616,1/23/07,13.0,Municipal
95616,2/6/07,15.0,Municipal
95616,12/4/01,10.0,Municipal
95616,12/11/01,11.0,Municipal
95616,4/18/05,18.6,Domestic
95616,4/21/05,30.8,"Water Supply, Other"
95616,4/18/05,82.5,"Water Supply, Other"
95616,4/18/05,18.6,"Water Supply, Other"
95618,8/3/09,12.0,Municipal
95618,11/8/90,31.6,Municipal
95618,4/13/04,12.0,Municipal
95618,4/18/06,11.0,Municipal
95618,5/23/06,12.0,Municipal
95618,10/10/06,11.0,Municipal
95618,11/7/06,11.0,Municipal
95618,1/23/07,11.0,Municipal
95632,6/19/96,10.1,Municipal
95632,7/7/04,10.1,Municipal
95632,9/9/02,11.3,"Water Supply, Other"
95632,7/10/95,15.1,"Water Supply, Other"
95242,10/19/04,24.06,Municipal
95242,8/17/04,10.0,Municipal
95242,8/30/04,11.0,Municipal
95242,4/9/07,12.0,Municipal
95242,5/22/03,21.0,Municipal
95242,12/18/03,22.0,Municipal
95242,12/16/04,17.0,Municipal
95242,5/12/05,18.0,Municipal
95242,8/23/06,10.5,Municipal
95242,8/31/06,10.3,Municipal
95242,3/31/04,12.1,Municipal
95242,5/21/04,10.3,Municipal
95242,5/22/04,10.1,Municipal
95242,5/26/04,10.3,Municipal
95242,6/7/04,11.2,Municipal
95242,6/10/04,11.3,Municipal
95242,10/8/07,14.2,Municipal
95242,3/26/08,13.0,Municipal
95242,6/24/08,15.3,Municipal
95242,7/1/08,13.9,Municipal
95242,10/20/09,13.0,Municipal
95242,10/14/10,15.9,Municipal
95242,3/16/10,14.2,Municipal
95242,11/18/04,20.3,"Water Supply, Other"
95242,11/18/04,89.9,"Water Supply, Other"
95242,7/9/07,14.8,"Water Supply, Other"
95242,7/9/07,65.3,"Water Supply, Other"
95242,8/30/05,11.9,"Water Supply, Other"
95242,8/30/05,52.8,"Water Supply, Other"
95242,7/12/07,25.1,"Water Supply, Other"
95242,7/12/07,111.0,"Water Supply, Other"
93267,5/27/08,10.0,Municipal
93267,6/11/10,12.0,Municipal
93267,11/20/90,14.0,Municipal
93267,2/4/91,14.0,Municipal
93267,2/11/92,15.0,Municipal
93267,11/5/92,14.6,Municipal
93267,5/11/93,14.0,Municipal
93267,9/28/93,14.0,Municipal
93267,11/9/93,14.0,Municipal
93267,7/6/94,16.0,Municipal
93267,9/26/94,17.0,Municipal
93267,3/8/95,16.0,Municipal
93267,5/23/95,17.0,Municipal
93267,7/12/95,17.0,Municipal
93267,11/28/95,17.0,Municipal
93267,6/20/96,16.0,Municipal
93267,7/30/96,15.0,Municipal
93267,10/31/96,11.0,Municipal
93267,1/28/97,13.0,Municipal
93267,2/13/97,15.0,Municipal
93267,5/30/97,11.0,Municipal
93267,6/24/97,14.0,Municipal
93267,7/24/97,12.0,Municipal
93267,8/19/97,15.0,Municipal
93267,4/3/98,15.0,Municipal
93267,9/24/98,14.0,Municipal
93267,12/11/98,15.0,Municipal
93267,9/20/99,15.0,Municipal
93267,12/23/99,16.0,Municipal
93267,1/20/00,15.0,Municipal
93267,3/27/00,10.0,Municipal
93267,5/16/00,11.0,Municipal
93267,8/4/00,16.0,Municipal
93267,11/13/00,15.0,Municipal
93267,2/1/01,15.0,Municipal
93267,2/7/01,15.5,Municipal
93267,2/13/01,15.1,Municipal
93267,2/22/01,14.8,Municipal
93267,11/5/01,17.0,Municipal
93267,11/13/01,16.0,Municipal
93267,11/19/01,16.0,Municipal
93267,11/26/01,16.0,Municipal
93267,12/3/01,16.0,Municipal
93267,1/28/02,17.0,Municipal
93267,2/4/02,16.0,Municipal
93267,2/11/02,15.0,Municipal
93267,2/19/02,15.0,Municipal
93267,2/25/02,16.0,Municipal
93267,3/4/02,15.0,Municipal
93267,3/5/02,14.0,Municipal
93267,3/11/02,15.0,Municipal
93267,3/18/02,15.0,Municipal
93267,3/25/02,15.0,Municipal
93267,4/1/02,15.0,Municipal
93267,4/8/02,15.0,Municipal
93267,4/15/02,15.0,Municipal
93267,4/22/02,15.0,Municipal
93267,4/29/02,16.0,Municipal
93267,5/6/02,15.0,Municipal
93267,5/13/02,15.0,Municipal
93267,5/20/02,16.0,Municipal
93267,5/28/02,16.0,Municipal
93267,6/3/02,19.0,Municipal
93267,6/10/02,19.0,Municipal
93267,6/11/02,14.0,Municipal
93267,6/17/02,16.0,Municipal
93267,6/24/02,15.0,Municipal
93267,7/1/02,18.0,Municipal
93267,7/8/02,17.0,Municipal
93267,7/15/02,16.0,Municipal
93267,7/22/02,16.0,Municipal
93267,7/29/02,16.0,Municipal
93267,8/5/02,15.0,Municipal
93267,8/12/02,17.0,Municipal
93267,8/19/02,15.0,Municipal
93267,9/3/02,15.0,Municipal
93267,9/9/02,16.0,Municipal
93267,9/16/02,16.0,Municipal
93267,9/18/02,15.0,Municipal
93267,9/23/02,16.0,Municipal
93267,9/30/02,15.0,Municipal
93267,10/7/02,15.0,Municipal
93267,10/14/02,16.0,Municipal
93267,12/5/02,16.0,Municipal
93267,12/9/02,14.0,Municipal
93267,12/16/02,15.0,Municipal
93267,12/23/02,16.0,Municipal
93267,12/30/02,16.0,Municipal
93267,1/3/03,15.0,Municipal
93267,1/6/03,16.0,Municipal
93267,1/13/03,15.0,Municipal
93267,1/20/03,15.0,Municipal
93267,1/27/03,15.0,Municipal
93267,2/10/03,15.0,Municipal
93267,2/12/03,14.0,Municipal
93267,2/18/03,16.0,Municipal
93267,2/24/03,15.0,Municipal
93267,3/3/03,15.0,Municipal
93267,3/10/03,15.0,Municipal
93267,3/17/03,15.0,Municipal
93267,3/24/03,15.0,Municipal
93267,3/31/03,15.0,Municipal
93267,4/7/03,15.0,Municipal
93267,4/14/03,15.0,Municipal
93267,4/21/03,15.0,Municipal
93267,4/28/03,15.0,Municipal
93267,5/5/03,15.0,Municipal
93267,5/12/03,15.0,Municipal
93267,5/19/03,15.0,Municipal
93267,5/19/03,15.0,Municipal
93267,5/27/03,15.0,Municipal
93267,6/2/03,15.0,Municipal
93267,6/9/03,15.0,Municipal
93267,6/16/03,15.0,Municipal
93267,6/23/03,15.0,Municipal
93267,6/30/03,15.0,Municipal
93267,7/7/03,15.0,Municipal
93267,7/14/03,15.0,Municipal
93267,7/21/03,15.0,Municipal
93267,7/28/03,14.0,Municipal
93267,8/4/03,14.0,Municipal
93267,8/11/03,15.0,Municipal
93267,8/18/03,15.0,Municipal
93267,8/25/03,15.0,Municipal
93267,9/2/03,14.0,Municipal
93267,9/8/03,15.0,Municipal
93267,9/15/03,14.0,Municipal
93267,9/22/03,15.0,Municipal
93267,10/6/03,14.0,Municipal
93267,10/20/03,14.0,Municipal
93267,10/27/03,15.0,Municipal
93267,10/27/03,14.0,Municipal
93267,11/3/03,15.0,Municipal
93267,11/10/03,14.0,Municipal
93267,11/17/03,15.0,Municipal
93267,11/24/03,14.0,Municipal
93267,12/1/03,15.0,Municipal
93267,12/8/03,14.0,Municipal
93267,2/2/04,17.0,Municipal
93267,5/17/04,16.0,Municipal
93267,5/24/04,15.0,Municipal
93267,6/1/04,15.0,Municipal
93267,6/7/04,15.0,Municipal
93267,6/14/04,15.0,Municipal
93267,6/21/04,15.0,Municipal
93267,6/28/04,15.0,Municipal
93267,7/6/04,15.0,Municipal
93267,7/12/04,15.0,Municipal
93267,7/19/04,15.0,Municipal
93267,7/26/04,15.0,Municipal
93267,8/2/04,14.0,Municipal
93267,8/9/04,14.0,Municipal
93267,8/12/04,15.0,Municipal
93267,8/16/04,14.0,Municipal
93267,8/23/04,14.0,Municipal
93267,8/30/04,14.0,Municipal
93267,9/7/04,14.0,Municipal
93267,9/13/04,15.0,Municipal
93267,9/20/04,15.0,Municipal
93267,9/27/04,15.0,Municipal
93267,10/4/04,14.0,Municipal
93267,10/11/04,14.0,Municipal
93267,10/18/04,14.0,Municipal
93267,11/1/04,14.0,Municipal
93267,11/8/04,16.0,Municipal
93267,11/8/04,15.0,Municipal
93267,11/15/04,14.0,Municipal
93267,11/22/04,14.0,Municipal
93267,11/29/04,14.0,Municipal
93267,12/6/04,14.0,Municipal
93267,2/7/05,14.0,Municipal
93267,2/7/05,14.0,Municipal
93267,2/28/05,14.0,Municipal
93267,3/7/05,14.0,Municipal
93267,3/14/05,14.0,Municipal
93267,3/21/05,15.0,Municipal
93267,3/28/05,15.0,Municipal
93267,4/4/05,14.0,Municipal
93267,4/11/05,15.0,Municipal
93267,4/18/05,14.0,Municipal
93267,4/25/05,14.0,Municipal
93267,5/2/05,14.0,Municipal
93267,5/9/05,15.0,Municipal
93267,5/9/05,16.0,Municipal
93267,5/13/05,14.0,Municipal
93267,5/16/05,14.0,Municipal
93267,5/23/05,14.0,Municipal
93267,6/6/05,14.0,Municipal
93267,6/13/05,14.0,Municipal
93267,6/20/05,14.0,Municipal
93267,6/27/05,15.0,Municipal
93267,7/5/05,14.0,Municipal
93267,7/11/05,14.0,Municipal
93267,7/18/05,14.0,Municipal
93267,7/25/05,14.0,Municipal
93267,8/1/05,14.0,Municipal
93267,8/8/05,14.0,Municipal
93267,8/15/05,14.0,Municipal
93267,8/22/05,14.0,Municipal
93267,8/23/05,14.0,Municipal
93267,8/29/05,15.0,Municipal
93267,10/3/05,15.0,Municipal
93267,11/28/05,14.0,Municipal
93267,1/3/06,14.0,Municipal
93267,2/6/06,16.0,Municipal
93267,2/27/06,14.0,Municipal
93267,4/10/06,14.0,Municipal
93267,5/15/06,14.0,Municipal
93267,7/24/06,14.0,Municipal
93267,9/25/06,15.0,Municipal
93267,2/12/07,16.0,Municipal
93267,6/11/07,14.0,Municipal
93267,8/13/07,14.0,Municipal
93267,10/29/07,15.0,Municipal
93267,11/19/07,14.0,Municipal
93267,11/26/07,15.0,Municipal
93267,12/3/07,14.0,Municipal
93267,12/10/07,14.0,Municipal
93267,12/17/07,14.0,Municipal
93267,12/24/07,14.0,Municipal
93267,12/31/07,14.0,Municipal
93267,1/14/08,14.0,Municipal
93267,1/21/08,14.0,Municipal
93267,1/28/08,14.0,Municipal
93267,2/4/08,14.0,Municipal
93267,2/11/08,14.0,Municipal
93267,2/19/08,14.0,Municipal
93267,2/25/08,14.0,Municipal
93267,3/3/08,14.0,Municipal
93267,3/11/08,15.0,Municipal
93267,6/9/08,14.0,Municipal
93267,9/29/08,14.0,Municipal
93267,11/10/08,14.0,Municipal
93267,2/10/09,14.0,Municipal
93267,5/11/09,14.0,Municipal
93267,8/11/09,14.0,Municipal
93267,11/9/09,14.0,Municipal
93267,2/22/10,14.0,Municipal
93267,5/10/10,14.0,Municipal
93267,8/9/10,14.0,Municipal
93267,11/8/10,14.0,Municipal
93267,11/29/10,14.0,Municipal
93267,11/20/90,18.0,Municipal
93267,2/4/91,18.0,Municipal
93267,2/11/92,16.0,Municipal
93267,11/5/92,16.8,Municipal
93267,5/11/93,16.0,Municipal
93267,9/28/93,15.0,Municipal
93267,11/9/93,14.0,Municipal
93267,11/20/90,13.0,Municipal
93267,2/11/92,13.0,Municipal
93267,11/5/92,14.6,Municipal
93267,11/5/92,14.1,Municipal
93267,5/11/93,13.0,Municipal
93267,11/20/90,16.0,Municipal
93267,2/4/91,14.0,Municipal
93267,2/11/92,14.0,Municipal
93267,11/5/92,16.5,Municipal
93267,5/11/93,15.0,Municipal
93267,9/28/93,15.0,Municipal
93267,11/20/90,14.0,Municipal
93267,2/4/91,15.0,Municipal
93267,2/11/92,13.0,Municipal
93267,11/5/92,13.2,Municipal
93267,5/11/93,13.0,Municipal
93267,9/28/93,12.0,Municipal
93267,3/18/96,15.0,Municipal
93267,7/25/96,15.0,Municipal
93267,9/12/96,17.0,Municipal
93267,11/5/08,14.7,Municipal
93267,11/5/08,65.0,"Water Supply, Other"
93267,11/5/08,14.7,"Water Supply, Other"
93267,7/30/02,43.4,"Water Supply, Other"
93250,7/6/09,14.0,Municipal
93250,3/2/99,19.0,Municipal
93250,4/11/00,19.0,Municipal
93250,5/2/00,20.0,Municipal
93250,6/6/00,19.0,Municipal
93250,7/11/00,19.0,Municipal
93250,8/8/00,18.0,Municipal
93250,9/19/00,20.0,Municipal
93250,4/7/93,15.0,Municipal
93250,1/5/94,19.0,Municipal
93250,2/3/94,17.0,Municipal
93250,3/14/94,16.0,Municipal
93250,4/15/94,17.0,Municipal
93250,5/4/94,21.0,Municipal
93250,6/8/94,16.0,Municipal
93250,8/4/94,17.1,Municipal
93250,9/19/94,16.0,Municipal
93250,10/7/94,18.0,Municipal
93250,11/3/94,16.0,Municipal
93250,12/6/94,16.0,Municipal
93250,1/19/95,17.0,Municipal
93250,2/8/95,17.0,Municipal
93250,3/13/95,17.0,Municipal
93250,4/18/95,17.0,Municipal
93250,5/3/95,18.0,Municipal
